"FID","Especies","decimalLat","decimalLon","Profundidad","Estrato","temperatura","salinidad","oxigeno","pH","sedimento","COP","hexagono","idleft","idtop","idright","idbottom","idX_centro","idy_centro","hexagonos_tocados_por_transectos_id","Transecto"
15335,"Rhynchopelta concentrica",12.808982,-103.939623,2648,"Batial inferior",1.608395093,34.66930339,105.6575645,7.721466111,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15336,"Rhynchopelta concentrica",9.845687,-104.29281,2534,"Batial inferior",1.616534735,34.66986429,110.6522813,7.735956544,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15337,"Rhynchopelta concentrica",12.802868,-103.936922,2630,"Batial inferior",1.608107545,34.6693254,105.5881711,7.721269286,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15338,"Rhynchopelta concentrica",12.811698,-103.940551,2630,"Batial inferior",1.608580883,34.66929056,105.6872727,7.721552028,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15339,"Rhynchopelta concentrica",9.845705,-104.292783,2533,"Batial inferior",1.616538031,34.66986392,110.6522391,7.735956502,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15340,"Rhynchopelta concentrica",12.809258,-103.938544,2648,"Batial inferior",1.60848613,34.66929364,105.6539815,7.721461915,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15341,"Rhynchopelta concentrica",12.812874,-103.938593,2648,"Batial inferior",1.60877952,34.66926873,105.6865896,7.721562267,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15342,"Rhynchopelta concentrica",12.81054,-103.940483,2643,"Batial inferior",1.608480439,34.66929842,105.6764392,7.721518968,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15343,"Rhynchopelta concentrica",12.81,-103.945,2635,"Batial inferior",1.608164359,34.66933456,105.6970868,7.721554043,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15344,"Rhynchopelta concentrica",20.833333,-109.1,2633,"Batial inferior",1.629962988,34.66444779,106.0452472,7.723544887,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15345,"Rhynchopelta concentrica",12.802633,-103.9389,2624,"Batial inferior",1.607912404,34.66934272,105.59666,7.721282654,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15346,"Rhynchopelta concentrica",9.8408,-104.2917,2505,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15347,"Rhynchopelta concentrica",9.8408,-104.2917,2506,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15348,"Rhynchopelta concentrica",9.8436,-104.2919,2505,"Batial inferior",1.61664723,34.66983937,110.652024,7.735956291,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15349,"Rhynchopelta concentrica",9.8389,-104.2914,2503,"Batial inferior",1.616716395,34.66980912,110.6534288,7.735957698,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15350,"Rhynchopelta concentrica",9.8408,-104.2917,2508,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15351,"Rhynchopelta concentrica",9.8436,-104.2919,2503,"Batial inferior",1.61664723,34.66983937,110.652024,7.735956291,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15352,"Rhynchopelta concentrica",9.8408,-104.2917,2503,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15353,"Rhynchopelta concentrica",9.8408,-104.2917,2500,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15354,"Rhynchopelta concentrica",13.2117,-103.9075,2580,"Batial inferior",1.580338209,34.6705513,105.8466929,7.720981718,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15355,"Rhynchopelta concentrica",9.8408,-104.2917,2513,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15356,"Rhynchopelta concentrica",9.8408,-104.2917,2507,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15357,"Rhynchopelta concentrica",9.8408,-104.2917,2512,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15358,"Rhynchopelta concentrica",9.8408,-104.2917,2505,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15359,"Rhynchopelta concentrica",9.8467,-104.2933,2523,"Batial inferior",1.616476155,34.66987706,110.6524704,7.735956724,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15360,"Rhynchopelta concentrica",9.8408,-104.2933,2503,"Batial inferior",1.616469682,34.66985111,110.6550136,7.735959341,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15361,"Rhynchopelta concentrica",12.8106,-103.9403,2620,"Batial inferior",1.608496213,34.6692967,105.675942,7.721518593,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15362,"Rhynchopelta concentrica",9.8389,-104.2914,2511,"Batial inferior",1.616716395,34.66980912,110.6534288,7.735957698,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15363,"Rhynchopelta concentrica",9.8408,-104.2917,2513,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15364,"Rhynchopelta concentrica",12.8108,-103.9406,2615,"Batial inferior",1.608497245,34.66929738,105.6794491,7.72152753,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15365,"Rhynchopelta concentrica",9.8428,-104.2919,2514,"Batial inferior",1.616647858,34.66983573,110.6523708,7.735956642,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15366,"Rhynchopelta concentrica",9.8139,-104.2883,2494,"Batial inferior",1.618058126,34.66972672,110.6604995,7.735964241,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15367,"Rhynchopelta concentrica",12.816667,-103.941667,2630,"Batial inferior",1.608993213,34.66926193,105.7387155,7.721704115,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15368,"Rhynchopelta concentrica",12.804667,-104.940667,2647,"Batial inferior",1.544617444,34.67189289,108.4982768,7.716154167,"Fine-grained calcareous sediment",0.191997543,3076,-105.1071332,13.25,-104.5297829,12.75,-105,13,NA,""
15369,"Rhynchopelta concentrica",12.804167,-104.939,2648,"Batial inferior",1.544241116,34.67189032,108.4849843,7.71614796,"Fine-grained calcareous sediment",0.191997543,3076,-105.1071332,13.25,-104.5297829,12.75,-105,13,NA,""
15370,"Rhynchopelta concentrica",12.8,-104.95,2650,"Batial inferior",1.539696679,34.67216873,108.57564,7.71620533,"Fine-grained calcareous sediment",0.191997543,3076,-105.1071332,13.25,-104.5297829,12.75,-105,13,NA,""
15371,"Rhynchopelta concentrica",9.922667,-104.214667,2535,"Batial inferior",1.60661451,34.67006108,110.4274671,7.73495257,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15372,"Rhynchopelta concentrica",9.849333,-104.294333,2515,"Batial inferior",1.61635827,34.66990574,110.6526609,7.73595687,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15373,"Rhynchopelta concentrica",12.803833,-104.94,2648,"Batial inferior",1.543872123,34.67191426,108.4932007,7.71615308,"Fine-grained calcareous sediment",0.191997543,3076,-105.1071332,13.25,-104.5297829,12.75,-105,13,NA,""
15374,"Rhynchopelta concentrica",9.841833,-104.293333,2535,"Batial inferior",1.616466624,34.66985622,110.6546102,7.735958925,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15375,"Rhynchopelta concentrica",9.8425,-104.293167,2534,"Batial inferior",1.616488319,34.66985628,110.6541117,7.735958415,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15376,"Rhynchopelta concentrica",12.805667,-103.940833,2641,"Batial inferior",1.608015807,34.66933615,105.6344022,7.721386754,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15377,"Rhynchopelta concentrica",9.841667,-104.293333,2517,"Batial inferior",1.616466435,34.66985549,110.6546817,7.735958999,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15378,"Rhynchopelta concentrica",12.807833,-104.939,2648,"Batial inferior",1.547677786,34.67176057,108.4835923,7.716139883,"Fine-grained calcareous sediment",0.191997543,3076,-105.1071332,13.25,-104.5297829,12.75,-105,13,NA,""
15379,"Rhynchopelta concentrica",9.8425,-104.293167,2534,"Batial inferior",1.616488319,34.66985628,110.6541117,7.735958415,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15380,"Rhynchopelta concentrica",9.841833,-104.293,2533,"Batial inferior",1.616508916,34.66985044,110.6541872,7.735958493,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15381,"Rhynchopelta concentrica",9.9,-104.2,2532,"Batial inferior",1.600936322,34.67018509,110.389574,7.734581947,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15382,"Rhynchopelta concentrica",12.803333,-103.938667,2631,"Batial inferior",1.607990914,34.66933597,105.6016757,7.721299652,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15383,"Rhynchopelta concentrica",12.8,-103.933333,2630,"Batial inferior",1.608253451,34.66931534,105.5439274,7.721156308,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15384,"Rhynchopelta concentrica",20.831667,-109.103333,1654,"Batial  medio",1.629629583,34.66447647,106.0650226,7.723627043,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15385,"Rhynchopelta concentrica",12.8025,-103.9385,2621,"Batial inferior",1.607937447,34.66934047,105.5933329,7.721274982,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15386,"Rhynchopelta concentrica",20.831167,-109.103667,2607,"Batial inferior",1.629523783,34.66448503,106.0673643,7.723638973,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15387,"Rhynchopelta concentrica",20.83,-109.1,2633,"Batial inferior",1.629198395,34.66450577,106.0488141,7.723580448,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15388,"Rhynchopelta concentrica",20.83,-109.1,2633,"Batial inferior",1.629198395,34.66450577,106.0488141,7.723580448,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15389,"Rhynchopelta concentrica",20.83,-109.1,2633,"Batial inferior",1.629198395,34.66450577,106.0488141,7.723580448,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15390,"Rhynchopelta concentrica",9.83333,-104.283333,2505,"Batial inferior",1.617841421,34.66963577,110.6457195,7.735949422,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15391,"Rhynchopelta concentrica",12.8,-103.933327,2630,"Batial inferior",1.608254054,34.66931529,105.543896,7.72115625,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15392,"Rhynchopelta concentrica",12.8,-103.933327,2630,"Batial inferior",1.608254054,34.66931529,105.543896,7.72115625,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15393,"Rhynchopelta concentrica",12.8,-103.933327,2630,"Batial inferior",1.608254054,34.66931529,105.543896,7.72115625,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15394,"Rhynchopelta concentrica",12.8,-103.933327,2630,"Batial inferior",1.608254054,34.66931529,105.543896,7.72115625,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15395,"Rhynchopelta concentrica",9.84047,-104.295,2510,"Batial inferior",1.616250301,34.66987945,110.6573112,7.735961701,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15396,"Rhynchopelta concentrica",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15397,"Rhynchopelta concentrica",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15398,"Rhynchopelta concentrica",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15399,"Rhynchopelta concentrica",9.8421,-104.2919,2505,"Batial inferior",1.616648408,34.66983254,110.6526742,7.735956949,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15400,"Rhynchopelta concentrica",9.84133,-104.291,2499,"Batial inferior",1.616763924,34.66981335,110.6518656,7.735956117,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15401,"Rhynchopelta concentrica",9.84383,-104.291,2501,"Batial inferior",1.616758934,34.66982497,110.6507781,7.735955028,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15402,"Rhynchopelta concentrica",9.8371,-104.279,2540,"Batial inferior",1.618372766,34.66957891,110.6385611,7.735942187,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15403,"Rhynchopelta concentrica",9.8169,-104.28,2314.5,"Batial inferior",1.619261697,34.66957474,110.6489943,7.735951484,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15404,"Rhynchopelta concentrica",9.84033,-104.291,2501,"Batial inferior",1.616765919,34.66980869,110.6523006,7.735956552,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15405,"Rhynchopelta concentrica",9.842,-104.293,2511,"Batial inferior",1.616509032,34.66985118,110.6541151,7.735958419,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15406,"Rhynchopelta concentrica",9.84017,-104.292,2508,"Batial inferior",1.616637001,34.66982551,110.6536376,7.735957925,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15407,"Rhynchopelta concentrica",9.8455,-104.294,2499,"Batial inferior",1.616389389,34.66988366,110.6538812,7.735958156,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15408,"Rhynchopelta concentrica",9.84217,-104.292,2510,"Batial inferior",1.616635698,34.66983459,110.652771,7.735957048,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15409,"Rhynchopelta concentrica",9.84,-104.29,2512,"Batial inferior",1.616896045,34.66978958,110.6511771,7.735955392,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15410,"Rhynchopelta concentrica",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
15411,"Rhynchopelta concentrica",9.832304001,-104.2902069,2518,"Batial inferior",1.616934787,34.66976163,110.6547978,7.735958988,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15412,"Rhynchopelta concentrica",9.841182709,-104.2920532,2525,"Batial inferior",1.616629538,34.66983104,110.6532663,7.73595755,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15413,"Rhynchopelta concentrica",10.46000004,-104.0419998,3148,"Batial inferior",1.57656571,34.6705513,108.7757846,7.726636157,"Clay",0.406093746,3237,-104.2411077,10.75,-103.6637575,10.25,-104,11,3237,"Central"
15414,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15414,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15415,"Rhynchopelta concentrica",9.843198776,-104.2922821,2515,"Batial inferior",1.616599719,34.66984412,110.6526842,7.735956961,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15416,"Rhynchopelta concentrica",9.832197189,-104.2900467,2518,"Batial inferior",1.616961904,34.6697587,110.6546435,7.735958821,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15417,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15417,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15418,"Rhynchopelta concentrica",9.843193054,-104.2922897,2515,"Batial inferior",1.61659877,34.66984423,110.6526964,7.735956973,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15419,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15419,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15420,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15420,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15421,"Rhynchopelta concentrica",9.843153954,-104.2922821,2515,"Batial inferior",1.616599732,34.66984392,110.6527036,7.735956981,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15422,"Rhynchopelta concentrica",9.84024334,-104.2916565,2513,"Batial inferior",1.616681312,34.66981981,110.6531704,7.735957446,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15423,"Rhynchopelta concentrica",12.96000004,-103.9300003,2973,"Batial inferior",1.598787412,34.66969192,106.9004853,7.725337257,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15424,"Rhynchopelta concentrica",20.83329964,-109.0832977,2571,"Batial inferior",1.629761428,34.66444905,105.9551726,7.723224749,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15425,"Rhynchopelta concentrica",9.841751099,-104.2975769,2515,"Batial inferior",1.61592708,34.66992965,110.6600356,7.73596447,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15426,"Rhynchopelta concentrica",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
15427,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15427,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15428,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15428,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15429,"Rhynchopelta concentrica",9.835395813,-104.2906876,2513,"Batial inferior",1.616818147,34.6697801,110.6540537,7.735958288,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15430,"Rhynchopelta concentrica",9.834791183,-104.2907486,2513,"Batial inferior",1.616811283,34.66977837,110.6543938,7.735958631,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15431,"Rhynchopelta concentrica",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
15432,"Rhynchopelta concentrica",9.834794998,-104.2907486,2513,"Batial inferior",1.616811274,34.66977839,110.6543922,7.73595863,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15433,"Rhynchopelta concentrica",9.842110634,-104.2920074,2515,"Batial inferior",1.6166348,34.66983445,110.6528061,7.735957083,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15434,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15434,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15435,"Rhynchopelta concentrica",20.83333015,-109.0999985,2594,"Batial inferior",1.629962317,34.66444784,106.0452422,7.723544889,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15436,"Rhynchopelta concentrica",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
15437,"Rhynchopelta concentrica",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
15438,"Rhynchopelta concentrica",9.843096733,-104.2923431,2515,"Batial inferior",1.616592104,34.66984471,110.652806,7.735957085,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15439,"Rhynchopelta concentrica",9.827570915,-104.2893906,2518,"Batial inferior",1.617261925,34.66974668,110.6558466,7.735959923,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15440,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15440,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15441,"Rhynchopelta concentrica",9.8421,-104.2919,2515,"Batial inferior",1.616648408,34.66983254,110.6526742,7.735956949,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15442,"Rhynchopelta concentrica",12.81,-103.945,2609,"Batial inferior",1.608164359,34.66933456,105.6970868,7.721554043,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
15443,"Rhynchopelta concentrica",9.8387,-104.2912,2513,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15444,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15444,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15445,"Rhynchopelta concentrica",9.838406563,-104.291153,2513,"Batial inferior",1.616749622,34.66980246,110.6533308,7.73595759,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15446,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15446,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15447,"Rhynchopelta concentrica",9.842494011,-104.2918777,2515,"Batial inferior",1.616650911,34.66983395,110.6524751,7.735956747,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
15448,"Rhynchopelta concentrica",20.83300018,-109.0999985,2594,"Batial inferior",1.629886621,34.66445358,106.0455953,7.723548409,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
15449,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15449,"Rhynchopelta concentrica",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
15450,"Rhynchopelta concentrica",9.8387,-104.2912,2513,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
